Section,Section Name,Division Code,Division Name,Group Code,Group Name,Class Code,Class Name,Sub-class Code,Sub-class Name,Description
C,Manufacturing,'30',Manufacture of other transport equipment,'309',Manufacture of transport equipment n.e.c.,'3092',Manufacture of bicycles and invalid carriages,'30922',Manufacture of invalid carriages with or without motor,"Production and assembly of invalid carriages, which can be either motorized or non-motorized. This involves designing and manufacturing carriages specifically for individuals with disabilities or mobility impairments. Services may also include customization of carriages to meet specific needs, maintenance, repair, and potential upgrades."
C,Manufacturing,'30',Manufacture of other transport equipment,'309',Manufacture of transport equipment n.e.c.,'3092',Manufacture of bicycles and invalid carriages,'30923',"Manufacture of parts and accessories for bicycles, cycle -rickshaws and invalid carriages","The business activity involves the production of parts and accessories for bicycles, cycle-rickshaws, and invalid carriages. Core operations include the design, manufacturing, and assembly of various components such as frames, wheels, pedals, seats, handlebars, and other related accessories. The process may also involve customization of parts to meet specific customer requirements, quality testing of produced parts, and supply of these components to bicycle, cycle-rickshaw, and invalid carriage manufacturers."
C,Manufacturing,'30',Manufacture of other transport equipment,'309',Manufacture of transport equipment n.e.c.,'3099',Manufacture of other transport equipment n.e.c.,'30991',Manufacture of vehicles drawn by animals,"The business activity involves the production of transport equipment specifically designed to be pulled by animals. This typically includes the design, assembly, and manufacture of items such as horse-drawn carriages, ox carts, and other similar vehicles. The process may involve both traditional craftsmanship and modern manufacturing techniques. Services may also include maintenance, repair, and customization of these animal-drawn vehicles."
C,Manufacturing,'30',Manufacture of other transport equipment,'309',Manufacture of transport equipment n.e.c.,'3099',Manufacture of other transport equipment n.e.c.,'30999',"Manufacture of other transport equipments n.e.c. such as pushcarts, handcarts etc","The business activity involves the production of various types of transport equipment not classified elsewhere, such as pushcarts and handcarts. Core operations include designing, assembling, and manufacturing these items, often customized to specific customer requirements. Services may also include maintenance and repair of the produced equipment."
C,Manufacturing,'31',Manufacture of furniture,'310',Manufacture of furniture,'3100',Manufacture of furniture,'31001',Manufacture of furniture made of wood,"Production and assembly of wooden furniture, including chairs, tables, beds and cabinets. This involves processes such as cutting, shaping and finishing wood, as well as assembling the final product. Services may also include custom design and crafting of wooden furniture according to customer specifications."
C,Manufacturing,'31',Manufacture of furniture,'310',Manufacture of furniture,'3100',Manufacture of furniture,'31002',Manufacture of furniture made of cane & reed,"Production and sale of furniture made from cane and reed materials, including chairs, tables, beds, and other related products. The business operations typically involve sourcing and processing of raw materials, designing furniture, assembling, and final finishing. Services may also include customization of furniture based on customer specifications and after-sales services such as delivery and installation."
C,Manufacturing,'31',Manufacture of furniture,'310',Manufacture of furniture,'3100',Manufacture of furniture,'31003',Manufacture of furniture primarily of metal,"Business activity encompasses the production of furniture primarily made of metal. This involves processes such as designing, cutting, bending, and assembling various types of metal to create furniture items. The product range can include chairs, tables, beds, cabinets, and other metal-based furnishings. Services may also extend to customizing metal furniture based on specific client requirements, including size, design, and finish."
C,Manufacturing,'31',Manufacture of furniture,'310',Manufacture of furniture,'3100',Manufacture of furniture,'31004',Manufacture of furniture primarily of plastic,"Production and assembly of furniture primarily made from plastic materials. This involves the process of designing, molding, and assembling various types of plastic furniture such as chairs, tables, cabinets, and other related products. Services may also include customization of furniture based on customer specifications and the sale of these products to retailers or directly to consumers."
C,Manufacturing,'31',Manufacture of furniture,'310',Manufacture of furniture,'3100',Manufacture of furniture,'31005',Manufacture of mattresses and pillows,"Production and assembly of mattresses and pillows, involving processes such as cutting, sewing, and stuffing materials. This includes manufacturing of various types of mattresses like foam, innerspring, waterbed, air, and other related products. It also covers the production of different types of pillows, such as bed pillows, travel pillows, orthopedic pillows, and decorative pillows."
C,Manufacturing,'31',Manufacture of furniture,'310',Manufacture of furniture,'3100',Manufacture of furniture,'31009',Manufacture of other furniture n.e.c.,"Production of various types of furniture not classified elsewhere, including the design, crafting, and assembly of unique or custom-made furniture pieces. This can involve working with a range of materials such as wood, metal, glass, and textiles, and may include services like furniture repair, restoration, and upholstery."
C,Manufacturing,'32',Other manufacturing,'321',"Manufacture of jewellery, bijouterie and related articles",'3211',Manufacture of jewellery and related articles,'32111',"Manufacture of jewellery of gold, silver and other precious or base metal metal clad with precious metals or precious or semi-precious stones, or of combinations of precious metal and precious or semi","The business activity involves the production of jewellery made from gold, silver, and other precious or base metals that are clad with precious metals or adorned with precious or semi-precious stones. This also includes the manufacture of jewellery items that are a combination of precious metal and precious or semi-precious stones. Core operations typically include sourcing and processing of raw materials, designing, crafting, and polishing the final jewellery pieces, and possibly setting or inlaying stones."
C,Manufacturing,'32',Other manufacturing,'321',"Manufacture of jewellery, bijouterie and related articles",'3211',Manufacture of jewellery and related articles,'32112',Working of diamonds and other precious and semi-precious stones including the working of industrial quality stones and synthetic or reconstructed precious or semi-precious stones,"The business activity involves the processing and handling of diamonds, as well as other precious and semi-precious stones, including those of industrial quality and synthetic or reconstructed variants. Core operations include cutting, polishing, shaping, and setting these stones for use in jewellery and related articles. This may also encompass the creation of gemstone replicas using synthetic materials."
C,Manufacturing,'32',Other manufacturing,'321',"Manufacture of jewellery, bijouterie and related articles",'3211',Manufacture of jewellery and related articles,'32113',Production of worked pearls,"The business activity involves the production and processing of worked pearls, a key component in the manufacture of jewellery and related articles. Core operations typically include sourcing, shaping, polishing, and drilling pearls for use in various types of jewelry. This may also encompass the production of pearl inlays for decorative or artistic purposes."
C,Manufacturing,'32',Other manufacturing,'321',"Manufacture of jewellery, bijouterie and related articles",'3211',Manufacture of jewellery and related articles,'32114',"Manufacture of coins, including coins for use as legal tender, whether or not of precious metal","The business activity involves the production of coins, which may be used as legal tender. This includes the design, minting, and distribution of coins, regardless of whether they are made from precious metals. The process typically involves engraving designs on metal blanks, pressing them into coins, and ensuring their quality and legality for circulation."
C,Manufacturing,'32',Other manufacturing,'321',"Manufacture of jewellery, bijouterie and related articles",'3211',Manufacture of jewellery and related articles,'32119',"Manufacture of other articles of gold, silver and other precious and semi precious metal and stone","Creating various articles from gold, silver, and other precious or semi-precious metals and stones. This involves processes such as designing, cutting, polishing, and setting stones, as well as casting, forging, and finishing metal pieces. The end products can range from jewelry items like rings, necklaces, bracelets, and earrings to other precious metal and stone articles."
C,Manufacturing,'32',Other manufacturing,'321',"Manufacture of jewellery, bijouterie and related articles",'3212',Manufacture of imitation jewellery and related articles,'32120',Manufacture of imitation jewellery and related articles,"Production and creation of imitation jewellery and related articles, involving the use of non-precious metals, plastic, and other materials to mimic the look of real jewellery. This includes the design, assembly, and finishing processes of rings, necklaces, bracelets, earrings, and other types of jewellery. It also involves the manufacture of related articles such as costume jewellery, novelty jewellery, and other fashion accessories."
C,Manufacturing,'32',Other manufacturing,'322',Manufacture of musical instruments,'3220',Manufacture of musical instruments,'32201',Manufacture of stringed instruments (non-electronic),"Production and assembly of non-electronic stringed instruments, such as violins, guitars, and cellos. This involves crafting the body and neck of the instrument, string fitting, and quality testing for sound. It may also include the creation of custom-made instruments as per customer specifications."
C,Manufacturing,'32',Other manufacturing,'322',Manufacture of musical instruments,'3220',Manufacture of musical instruments,'32202',"Manufacture of wind instruments, accordions, harmonium and similar instruments and mouth organs","Production and assembly of wind instruments, accordions, harmoniums, mouth organs, and similar musical instruments. This involves processes such as the crafting of instrument parts, assembly, tuning, and quality control to ensure sound precision and quality. Services may also include repair and maintenance of these musical instruments."
C,Manufacturing,'32',Other manufacturing,'322',Manufacture of musical instruments,'3220',Manufacture of musical instruments,'32203',Manufacture of percussion musical instruments,"Production and assembly of percussion musical instruments such as drums, cymbals, and xylophones. This involves sourcing and processing raw materials, designing and crafting individual instrument components, assembling the final product, and conducting quality checks to ensure optimal sound and performance. Services may also include customization of instruments to meet specific client requirements."
C,Manufacturing,'32',Other manufacturing,'322',Manufacture of musical instruments,'3220',Manufacture of musical instruments,'32204',"Manufacture of musical instruments, the sound of which is produced electronically","Production of musical instruments that generate sound electronically, including activities such as design, assembly, and testing. This typically involves the creation of synthesizers, electronic keyboards, digital pianos, and other electronic music devices. Services may also include maintenance and repair of these instruments."
C,Manufacturing,'32',Other manufacturing,'322',Manufacture of musical instruments,'3220',Manufacture of musical instruments,'32209',Manufacture of other musical instruments n.e.c.,"Production and assembly of various musical instruments not elsewhere classified, such as traditional, ethnic, or experimental instruments. This may involve crafting parts, assembling components, tuning instruments, and performing quality checks. It can also include providing repair services and custom modifications for these instruments."
C,Manufacturing,'32',Other manufacturing,'323',Manufacture of sports goods,'3230',Manufacture of sports goods,'32300',Manufacture of sports goods,"Production and assembly of sports goods such as balls, bats, rackets, gloves, protective gear, and other sports equipment. This involves sourcing raw materials, designing and shaping the goods, and ensuring quality control for the finished products. It may also include customization of sports equipment and providing repair services for the same."
C,Manufacturing,'32',Other manufacturing,'324',Manufacture of games and toys,'3240',Manufacture of games and toys,'32401',Manufacture of dolls and toy animals,"Production of dolls and toy animals, encompassing the design, creation, and assembly of various types of dolls and stuffed or plastic toy animals. This may involve the fabrication of individual parts, painting, stuffing, sewing, and final assembly of the toys. The business activity also includes quality control, packaging, and distribution of the finished products."
C,Manufacturing,'32',Other manufacturing,'324',Manufacture of games and toys,'3240',Manufacture of games and toys,'32402',"Manufacture of wheeled toys designed to be ridden, including plastic bicycles and tricycles","Production of ride-on toys such as plastic bicycles and tricycles. This involves the design, manufacturing, and assembly of wheeled toys intended for riding. Services may include custom production, quality testing, and distribution of these toys."
C,Manufacturing,'32',Other manufacturing,'324',Manufacture of games and toys,'3240',Manufacture of games and toys,'32403',"Manufacture of pin-tables, coin-operated games, billiards, special tables for casino games, etc.","The production and assembly of pin-tables, coin-operated games, billiards, and special tables for casino games. This involves designing and manufacturing various types of gaming equipment, which may include sourcing materials, assembly, quality control, and distribution to retailers or direct to consumers. It could also involve the creation of custom or bespoke gaming tables for casinos or private customers."
C,Manufacturing,'32',Other manufacturing,'324',Manufacture of games and toys,'3240',Manufacture of games and toys,'32404',Manufacture of playing cards,"Production and distribution of playing cards, involving the design, printing, cutting, and packaging processes. This also includes the creation of customized or special edition playing cards."
C,Manufacturing,'32',Other manufacturing,'324',Manufacture of games and toys,'3240',Manufacture of games and toys,'32405',Manufacture of electronic games,"Production and assembly of electronic games, such as video games, handheld games, and console games. This involves designing game software, creating graphics and sound effects, coding, and testing for quality assurance. It also includes the manufacture of physical components like game cartridges or discs, consoles, controllers, and accessories."
C,Manufacturing,'32',Other manufacturing,'324',Manufacture of games and toys,'3240',Manufacture of games and toys,'32409',Manufacture of other games and toys n.e.c.,"Production and assembly of a diverse range of games and toys not classified elsewhere. This involves designing, creating, and marketing various types of toys and games, including but not limited to board games, dolls, action figures, puzzles, and educational toys. Services may also include customization of toys and games based on customer demand."
C,Manufacturing,'32',Other manufacturing,'325',Manufacture of medical and dental instruments and supplies,'3250',Manufacture of medical and dental instruments and supplies,'32501',"Manufacture of dental fillings and cements (except denture adhesive or cement), dental wax and other dental plaster preparations; manufacture of dental laboratory furnaces, dental instruments, artific","The business activity involves the production of dental fillings and cements, excluding denture adhesives or cements, as well as dental wax and other dental plaster preparations. It also includes the manufacture of dental laboratory furnaces and dental instruments. The core operations typically involve processes such as product design, material sourcing, manufacturing, quality control, and distribution to dental clinics, hospitals, or dental supply companies."
C,Manufacturing,'32',Other manufacturing,'325',Manufacture of medical and dental instruments and supplies,'3250',Manufacture of medical and dental instruments and supplies,'32502',"Manufacture of laboratory apparatus (laboratory ultrasonic cleaning machinery, laboratory sterilizers, laboratory type distilling apparatus, laboratory centrifuges etc.)","Production and supply of laboratory apparatus such as ultrasonic cleaning machinery, sterilizers, distilling apparatus, and centrifuges. This involves designing, manufacturing, and maintaining these instruments, which are crucial for various laboratory procedures and tests. The business may also provide after-sales services like repair and calibration of these devices."
C,Manufacturing,'32',Other manufacturing,'325',Manufacture of medical and dental instruments and supplies,'3250',Manufacture of medical and dental instruments and supplies,'32503',"Manufacture of medical, surgical, dental or veterinary furniture such as operating tables,examination tables, dentists' chairs etc.","The production of medical, surgical, dental or veterinary furniture such as operating tables, examination tables, and dentists' chairs. This involves the design, manufacturing, and selling of specialized furniture used in healthcare settings. Typical processes may include sourcing of materials, fabrication, quality control, and distribution to healthcare facilities."
C,Manufacturing,'32',Other manufacturing,'325',Manufacture of medical and dental instruments and supplies,'3250',Manufacture of medical and dental instruments and supplies,'32504',"Manufacture of bone plates and screws, syringes, needles, catheters, cannulae, etc.","The business activity involves the production of various medical and dental instruments and supplies. The core operations include the manufacturing of bone plates and screws, which are typically used in surgical procedures to fix broken bones. It also involves the production of syringes and needles, essential tools for administering medications or drawing fluids. The manufacturing of catheters and cannulae, used for draining fluids or delivering treatments directly into veins or other body cavities, is also a key part of the operations. These processes may involve design, assembly, sterilization, and quality control testing to ensure the safety and effectiveness of the medical and dental instruments and supplies."
C,Manufacturing,'32',Other manufacturing,'325',Manufacture of medical and dental instruments and supplies,'3250',Manufacture of medical and dental instruments and supplies,'32505',Manufacture of measuring instruments such as thermometers etc.,"The manufacturing of medical and dental instruments and supplies involves the creation of various tools and equipment used in the healthcare industry. This includes the production of measuring instruments such as thermometers, which are essential for monitoring patients' health. The business operations may include design and development, production, quality control, and distribution of these instruments. Services provided could also involve the maintenance and repair of these instruments."
C,Manufacturing,'32',Other manufacturing,'325',Manufacture of medical and dental instruments and supplies,'3250',Manufacture of medical and dental instruments and supplies,'32506',Manufacture of orthopedic and prosthetic devices,"Production of orthopedic and prosthetic devices, including artificial limbs, braces, and supports designed to aid in mobility or correct physical function. This involves processes such as design, fabrication, fitting, and adjustment of these devices according to the specific needs of patients. Services may also include maintenance and repair of these devices."
C,Manufacturing,'32',Other manufacturing,'325',Manufacture of medical and dental instruments and supplies,'3250',Manufacture of medical and dental instruments and supplies,'32507',"Manufacture of ophthalmic goods, eyeglasses, sunglasses, lenses ground to prescription, contact lenses, safety goggles etc.","Production and supply of ophthalmic goods such as eyeglasses, sunglasses, and safety goggles. This involves grinding lenses to match prescriptions, manufacturing contact lenses, and other related optical products. The core operations include designing, creating, and distributing these optical items for medical, dental, and safety use."
C,Manufacturing,'32',Other manufacturing,'325',Manufacture of medical and dental instruments and supplies,'3250',Manufacture of medical and dental instruments and supplies,'32509',Manufacture of other medical and dental instruments n.e.c.,"Production and assembly of various medical and dental instruments not elsewhere classified, such as surgical tools, dental drills, and other specialized equipment. This involves processes like designing, prototyping, testing, and manufacturing. It also includes the provision of related services such as maintenance and repair of these instruments."
C,Manufacturing,'32',Other manufacturing,'329',Other manufacturing n.e.c.,'3290',Other manufacturing n.e.c.,'32901',"Manufacture of stationary articles such as pens and pencils of all kinds whether or not mechanical, pencil leads, date, sealing or numbering stamps, hand-operated devices for printing or embossing lab","Production of various stationary items such as all types of pens and pencils, including mechanical ones, and pencil leads. This also involves the creation of date, sealing or numbering stamps, and hand-operated devices used for printing or embossing labels. The processes typically include designing, manufacturing, and distributing these stationary products."
C,Manufacturing,'32',Other manufacturing,'329',Other manufacturing n.e.c.,'3290',Other manufacturing n.e.c.,'32902',"Manufacture of protective safety equipment (fire-resistant and protective safety clothing, linemen's safety belts and other belts for occupational use, cork life preservers, plastics hard hats and oth","The manufacturing of protective safety equipment involves the production of various safety items such as fire-resistant clothing, protective safety attire, linemen's safety belts and other belts for occupational use. It also includes the creation of cork life preservers and plastic hard hats. The core business operations involve the design, production, and distribution of these safety products to ensure the protection of individuals in various occupational fields."
C,Manufacturing,'32',Other manufacturing,'329',Other manufacturing n.e.c.,'3290',Other manufacturing n.e.c.,'32903',"Manufacture of umbrellas, sun-umbrellas, walking sticks, seat-stick","Production of umbrellas and sun-umbrellas, including the assembly of various components like handles, shafts, and canopy. This also involves the manufacturing of walking sticks and seat-sticks, which may include carving, shaping, and finishing processes. The provision of related services such as repair or customization may also be part of the business operations."
C,Manufacturing,'32',Other manufacturing,'329',Other manufacturing n.e.c.,'3290',Other manufacturing n.e.c.,'32904',"Manufacture of articles of personal use such as cigarette lighters, smoking pipes, combs, hair slides, scent sprays, vacuum flasks and other vacuum vessels for personal or household use, wigs, false b","The manufacturing of personal use items such as cigarette lighters, smoking pipes, combs, hair slides, scent sprays, and vacuum flasks. This also includes the production of other vacuum vessels for personal or household use, and items like wigs and false beards. The core operations involve the design, production, and distribution of these products, often involving processes such as molding, assembly, and packaging."
C,Manufacturing,'32',Other manufacturing,'329',Other manufacturing n.e.c.,'3290',Other manufacturing n.e.c.,'32909',Manufacture of other articles n.e.c.,"Engaged in a variety of manufacturing activities not classified elsewhere, this business typically involves the production of diverse goods using various materials and techniques. The processes can range from designing and prototyping to assembly, inspection, and packaging. Services may also include customization of products based on client specifications, quality assurance, and after-sales support."
C,Manufacturing,'33',Repair and installation of machinery and equipment,'331',"Repair of fabricated metal products, machinery and equipment",'3311',Repair of fabricated metal products,'33111',Repair and maintenance of structural products,"Businesses in this category primarily engage in the repair and maintenance of structural metal products. These operations typically involve the restoration of metal structures such as buildings, bridges, and towers. Services may include welding, replacing damaged parts, corrosion control, strengthening or reinforcing structural elements, and general maintenance tasks to ensure the integrity and functionality of the metal products."
C,Manufacturing,'33',Repair and installation of machinery and equipment,'331',"Repair of fabricated metal products, machinery and equipment",'3311',Repair of fabricated metal products,'33112',Repair and maintenance of pipes and pipelines,"Business operations in this category focus on the repair and maintenance of pipes and pipelines made from fabricated metal products. Typical services provided include diagnosing pipe or pipeline issues, performing repairs or replacements, and conducting regular maintenance checks to ensure optimal functionality. This may involve tasks such as fixing leaks, removing blockages, or replacing damaged sections of pipes or pipelines."
C,Manufacturing,'33',Repair and installation of machinery and equipment,'331',"Repair of fabricated metal products, machinery and equipment",'3311',Repair of fabricated metal products,'33113',"Repair and maintenance of metal tanks, reservoirs, containers, steel shipping drums etc.","Business operations in this category primarily involve the repair and maintenance of various fabricated metal products, specifically metal tanks, reservoirs, containers, and steel shipping drums. Typical services provided include diagnosing and fixing damages, performing regular checks to ensure functionality, replacing worn-out parts, and conducting necessary modifications or improvements. These activities are essential to prolong the life and enhance the performance of these metal products."
C,Manufacturing,'33',Repair and installation of machinery and equipment,'331',"Repair of fabricated metal products, machinery and equipment",'3311',Repair of fabricated metal products,'33114',"Repair and maintenance of steam or other vapour generators and auxiliary plant for use with steam generators such as condensers, economizers, superheaters, steam collectors and accumulators","Businesses in this category are involved in the repair and maintenance of steam or other vapour generators and auxiliary plants. These auxiliary plants are typically used with steam generators and include components such as condensers, economizers, superheaters, steam collectors and accumulators. The typical services provided by these businesses include routine maintenance, fault diagnosis, repair or replacement of faulty parts, and overall system checks to ensure optimal functioning of the steam or vapour generators and their auxiliary plants."
C,Manufacturing,'33',Repair and installation of machinery and equipment,'331',"Repair of fabricated metal products, machinery and equipment",'3311',Repair of fabricated metal products,'33119',Repair and maintenance of other fabricated metal products,"The business activity involves the repair and upkeep of various fabricated metal products that are not specifically classified elsewhere. Typical operations include diagnosing issues, performing repairs, and conducting regular maintenance to ensure the longevity and functionality of these metal products. Services may encompass welding, soldering, replacing parts, or applying protective coatings, among other repair techniques."
C,Manufacturing,'33',Repair and installation of machinery and equipment,'331',"Repair of fabricated metal products, machinery and equipment",'3312',Repair of machinery,'33121',"Repair and maintenance of engines and turbines excluding aircraft, vehicle and cycle engines","Businesses in this sub-class are involved in the repair and maintenance of engines and turbines, except those used in aircraft, vehicles, and cycles. Typical operations include diagnosing faults, replacing damaged components, carrying out routine service checks, and ensuring the optimal performance of engines and turbines. This can involve a range of engines and turbines used in various industrial and manufacturing applications."
C,Manufacturing,'33',Repair and installation of machinery and equipment,'331',"Repair of fabricated metal products, machinery and equipment",'3312',Repair of machinery,'33122',"Repair and maintenance of pumps and related equipment, fluid power equipment, valves","Business activities in this category involve the repair and maintenance of pumps and related equipment, as well as fluid power equipment and valves. Typical services provided include diagnosing and fixing issues with machinery, routine maintenance checks, replacing worn-out parts, and ensuring the optimal functioning of equipment. This could cover a variety of equipment types, from industrial pumps and hydraulic systems to various kinds of valves used in different industries."
C,Manufacturing,'33',Repair and installation of machinery and equipment,'331',"Repair of fabricated metal products, machinery and equipment",'3312',Repair of machinery,'33123',"Repair and maintenance of metal cutting and metal forming machine tools and accessories, power-driven hand-tools and other machine tools","The business activity involves the repair and maintenance of a wide range of machine tools. This includes metal cutting and metal forming machine tools and accessories, power-driven hand-tools, and other machine tools. Typical services provided may encompass troubleshooting, repairing, and maintaining these tools to ensure their optimal performance and longevity. The operations could also involve replacing worn-out parts, fine-tuning the machinery for improved efficiency, and conducting regular checks to prevent breakdowns."
C,Manufacturing,'33',Repair and installation of machinery and equipment,'331',"Repair of fabricated metal products, machinery and equipment",'3312',Repair of machinery,'33124',Repair and maintenance of agricultural machinery and forestry and logging machinery including agricultural tractors,"The business activity involves the repair and maintenance of agricultural machinery and forestry and logging machinery, including agricultural tractors. Core operations include diagnosing and fixing mechanical issues, performing routine checks and services, replacing worn-out parts, and ensuring machinery is in optimal working condition. Services might also include on-site repairs and emergency breakdown assistance for agricultural and forestry machinery."
C,Manufacturing,'33',Repair and installation of machinery and equipment,'331',"Repair of fabricated metal products, machinery and equipment",'3312',Repair of machinery,'33125',"Repair and maintenance of mining, construction, and oil and gas field machinery; metallurgy machinery","Businesses in this category specialize in the repair and maintenance of machinery used in mining, construction, and oil and gas fields, as well as metallurgy machinery. Typical services include troubleshooting and fixing mechanical faults, conducting regular maintenance checks, replacing worn-out parts, and ensuring optimal operation of heavy-duty machinery. These activities are crucial for the smooth operation of industries that rely heavily on such machinery."
C,Manufacturing,'33',Repair and installation of machinery and equipment,'331',"Repair of fabricated metal products, machinery and equipment",'3312',Repair of machinery,'33126',"Repair and maintenance of food, beverage, and tobacco processing machinery","Businesses in this category specialize in the repair and maintenance of machinery used in the processing of food, beverages, and tobacco. Typical activities include diagnosing issues, performing repairs, conducting routine maintenance checks, and replacing parts on a variety of processing equipment such as mixers, ovens, grinders, and packaging machines. Services may also involve providing technical advice or training to operators on machinery use and maintenance."
C,Manufacturing,'33',Repair and installation of machinery and equipment,'331',"Repair of fabricated metal products, machinery and equipment",'3312',Repair of machinery,'33127',"Repair and maintenance of textile apparel, leather production machinery and papermaking machinery","The business activity involves the repair and maintenance of machinery used in the production of textile apparel, leather, and papermaking. Core operations include diagnosing mechanical issues, performing repairs, routine servicing, and preventive maintenance to ensure optimal functioning of these industrial machines. Services may also include the replacement of worn-out parts, calibration of machinery for precise operations, and providing technical support."
C,Manufacturing,'33',Repair and installation of machinery and equipment,'331',"Repair of fabricated metal products, machinery and equipment",'3312',Repair of machinery,'33129',"Repair and maintenance of other special purpose machinery of division 28 (weighing equipment,vending machines, cash registers, photocopy machines, calculators, typewriters etc.)","Businesses in this sub-class are typically involved in the repair and maintenance of various special purpose machinery, including but not limited to weighing equipment, vending machines, cash registers, photocopy machines, calculators, typewriters and more. This could involve troubleshooting and diagnosing issues, replacing worn or damaged parts, performing routine servicing to ensure optimal operation, and restoring machinery to its original working condition. The service is often provided on a contractual basis or as and when required by customers."
C,Manufacturing,'33',Repair and installation of machinery and equipment,'331',"Repair of fabricated metal products, machinery and equipment",'3313',Repair of electronic and optical equipment,'33131',"Repair and maintenance of measuring, testing, navigating and control equipment of group 265","Business activity in this category involves the repair and maintenance of measuring, testing, navigating, and control equipment. This typically includes services like diagnosing and fixing faults in electronic and optical devices, replacing defective parts, and conducting routine maintenance checks. The equipment serviced can range from precision measuring tools to navigation systems and industrial control equipment."
C,Manufacturing,'33',Repair and installation of machinery and equipment,'331',"Repair of fabricated metal products, machinery and equipment",'3313',Repair of electronic and optical equipment,'33132',"Repair and maintenance of irradiation, electromedical and electro theraputic equipmemts of class 2660","Business operations under this classification involve the repair and maintenance of irradiation, electromedical, and electrotherapeutic equipment. Typical processes include diagnosing and fixing faults, replacing defective parts, and conducting regular maintenance checks to ensure equipment functionality. Services may also encompass on-site repairs, preventive maintenance, and providing guidance on the proper usage of these medical and therapeutic devices."
C,Manufacturing,'33',Repair and installation of machinery and equipment,'331',"Repair of fabricated metal products, machinery and equipment",'3313',Repair of electronic and optical equipment,'33133',Repair and maintenance of optical instruments and equipment of class 2670,"Business operations under this classification primarily involve the repair and maintenance of optical instruments and equipment, such as microscopes, binoculars, telescopes, and other precision optical devices. Typical services provided include diagnosing and fixing hardware issues, replacing damaged parts, performing routine maintenance checks, and ensuring the optimal functionality of these devices. This class is specifically related to the equipment categorized under class 2670."
C,Manufacturing,'33',Repair and installation of machinery and equipment,'331',"Repair of fabricated metal products, machinery and equipment",'3314',Repair of electrical equipment,'33140',Repair of electrical equipment,"Business activity involves the repair and maintenance of electrical equipment. This includes fixing malfunctioning or broken electrical devices, replacing worn out parts, and restoring equipment to optimal working condition. Services typically provided can range from small-scale repairs like fixing household appliances, to large-scale repairs of industrial machinery or power generation equipment. The operations may also involve troubleshooting to identify specific issues, providing routine maintenance services, and offering consultation on equipment usage and safety measures."
C,Manufacturing,'33',Repair and installation of machinery and equipment,'331',"Repair of fabricated metal products, machinery and equipment",'3315',"Repair of transport equipment, except motor vehicles",'33150',"Repair of transport equipment, except motor vehicles","Businesses in this category are involved in the repair and maintenance of various types of transport equipment, excluding motor vehicles. This covers a wide range of equipment such as aircraft, rail vehicles, ships, and boats. Typical operations include diagnosing faults, repairing or replacing defective parts, and performing routine maintenance checks. Services may also extend to the restoration of transport equipment, improving their functionality and extending their lifespan."
C,Manufacturing,'33',Repair and installation of machinery and equipment,'331',"Repair of fabricated metal products, machinery and equipment",'3319',Repair of other equipment,'33190',Repair of other equipment,"The business activity involves the repair and maintenance of various types of equipment not specified elsewhere. This can include a wide range of machinery and devices used in different industries. Typical operations may involve diagnosing issues, replacing faulty parts, performing routine maintenance checks, and restoring the equipment to its optimal working condition. Services might also include providing consultation on equipment usage and maintenance, and offering emergency repair services."
C,Manufacturing,'33',Repair and installation of machinery and equipment,'332',Installation of industrial machinery and equipment,'3320',Installation of industrial machinery and equipment,'33200',Installation of industrial machinery and equipment,"The business activity involves the installation of industrial machinery and equipment, including tasks such as setting up, aligning, and leveling machines. This process may also involve the assembly of machinery components, the connection of electrical wiring, and the testing and troubleshooting of installed equipment. Services provided can range from the initial installation of new machinery to the replacement or upgrade of existing industrial equipment."
D,"Electricity, gas, steam and air conditioning supply",'35',"Electricity, gas, steam and air conditioning supply",'351',"Electric power generation, transmission and distribution",'3510',"Electric power generation, transmission and distribution",'35101',Electric power generation by hydroelectric power plants,"Generation of electric power using hydroelectric power plants, encompassing the processes of harnessing water flow to produce electricity, managing power generation systems, and monitoring hydroelectric production facilities. This also involves the transmission and distribution of the generated power to various consumer sectors."
D,"Electricity, gas, steam and air conditioning supply",'35',"Electricity, gas, steam and air conditioning supply",'351',"Electric power generation, transmission and distribution",'3510',"Electric power generation, transmission and distribution",'35102',Electric power generation by coal based thermal power plants,"Generation of electric power through coal-based thermal power plants, involving processes such as coal handling, combustion for steam generation, and electricity production through steam turbines. This also includes the transmission and distribution of the produced electricity to various consumers."
D,"Electricity, gas, steam and air conditioning supply",'35',"Electricity, gas, steam and air conditioning supply",'351',"Electric power generation, transmission and distribution",'3510',"Electric power generation, transmission and distribution",'35103',"Electric power generation by non-coal based thermal (e.g. diesel, gas )","Generating electric power using non-coal based thermal sources such as diesel and gas. This involves the entire process from production to transmission and distribution. Typical operations may include the setup and maintenance of power plants that use diesel or gas, the generation of electricity through thermal processes, and the transmission and distribution of this electricity to consumers."
D,"Electricity, gas, steam and air conditioning supply",'35',"Electricity, gas, steam and air conditioning supply",'351',"Electric power generation, transmission and distribution",'3510',"Electric power generation, transmission and distribution",'35104',Electric power generation and transmission by nuclear power plants,"Generating and transmitting electric power using nuclear energy sources. This involves the operation of nuclear power plants, including the processes of nuclear fission, steam generation, and electricity production. Services may also include the maintenance and monitoring of nuclear reactors, waste management, and ensuring safety protocols."
